name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info
Catholic Charities Inc,,850 East River Place,Suite 300,Jackson,Mississippi,39202,601-355-8634,,601-376-0500,,,SA MH SUMH * OP * OMH * CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * CLF MD OSF PI SF SI SMHA SWFS * PA SS * TAY VET MF CO TRMA PTSD SED SMI * PEER * TCC * SMON * ADLT CHLD SNR YAD * SP * VAPN * COOT FPSY ICM IMR LAD PRS SEMP TPC CM SPS
Hinds Behavioral Health Services,Adult Psychosocial Rehab Progm Jackson,124 South Street,,Jackson,Mississippi,39201,601-969-7504,601-321-2400,,,,MH SUMH * OP * CMHC * AT CBT DBT GT * LCCG * MHC * CMHG MD SF * SMI * SMON * ADLT YAD * VAPN * PRS
Hinds Behavioral Health Services,Region 9 Comm Mental Health Center,3450 Highway 80 West,,Jackson,Mississippi,39209,601-321-2400,,,,,SA MH SUMH * OP RES * CMHC * CHLOR FLUPH HALOP LOXAP PERPH CLOZA RISPE ANTPYCH * CBT CFT DBT GT IDD IPT * CIT PEON PEOFF WI * LCCG * CLF CMHG CSBG MC MD PI SF SI SMHA * SS * TAY SE CJ CO HV TRMA ALZ PEFP PTSD SED SMI * STU * MST LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * ACT COOT FPSY ICM IMR PRS SEMP CM IPC SPS ES
Imagine Behavioral Health LLC,,1920 Dunbarton Drive,,Jackson,Mississippi,39216,601-982-5376,,,,,SA MH SUMH * OP PHDT * OMH * AT CBT CFT DBT GT IDD IPT * PVTP * PI SF SI * SS * TAY SE GL VET ADM MF CO HV TRMA PED PTSD SMI * MST LABT * PEER * ADLT CHLD YAD * VPPD * COOT FPSY
Jackson Comprehensive Trt Ctrs LLC,,1935 Lakeland Drive,Suite 900,Jackson,Mississippi,39216,601-718-2468,855-334-9541,,,,SA MH SUMH * OP * MSMH * CBT CFT GT IDD IPT TELE * PVTP * FQHC * CSBG FG MC MD MI PI SF VAF * PA SS * SE GL VET ADM MF CJ CO HV TRMA * STU * STDT TBS HCT * PEER * TCC * SMON * ADLT SNR YAD * VAPN * COOT FPSY CM SPS
Jackson VAMC GV Sonny Montgomery,,1500 East Woodrow Wilson Avenue,,Jackson,Mississippi,39216,601-362-4471 x56188,,,,,SA MH SUMH * HI OP PHDT RES * VAHC * CHLOR FLUPH HALOP PERPH ARIPI ASENA CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEON WI * FED VAMC * FQHC * MI VAF * SE GL VET CO TBI PTSD SMI * STU * STDT TBS MST LABT * HS PEER * TCC * SMON * ADLT SNR YAD * VAPN * DEC ICM PRS SEMP SH VRS CM IPC SPS
Marion Counseling Services PLLC,,4780 I-55 North,Suite 105,Jackson,Mississippi,39211,601-956-4816,,,,,SA MH SUMH * OP PHDT * CMHC * ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEOFF WI * PVTP * MHC * CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * TAY SE GL VET MF CJ CO HV TRMA PED PTSD SED SMI * STU * HS PEER * TCC * ADLT CHLD SNR YAD * VAPP * CDM COOT DEC FPSY ICM PRS VRS CM SPS ES
Merit Health Central,Behavioral Health Unit,1850 Chadwick Drive,,Jackson,Mississippi,39204,601-376-2600,,,,,SA MH SUMH * HI * IPSY * CHLOR HALOP LOXAP PERPH THIOR CLOZA OLANZ OLANZF RISPE NRT NSC ANTPYCH * AT CBT DBT ECT GT IPT AIM * PEON WI * PVTP * MC MD MI PI SF SI * TAY GL VET ADM MF CO HV TRMA PTSD SMI * STU * HIVT STDT TBS MST LABT * TCC * SMON * ADLT SNR YAD * AH * VAPN * COOT DEC CM SPS
Methodist Childrens Homes,Main,805 North Flag Chapel Road,,Jackson,Mississippi,39209,601-853-5000 x1011,,,,,MH * OP RES * CMHC * AT CBT CFT DBT GT IPT TELE * PVTN * MD PI SF * SS * TAY SED SMI * HS * SMON * CHLD YAD * VAPN * FPSY ICM TPC CM
Mississippi Families for Kids,,407 Briarwood Drive,Suite 209,Jackson,Mississippi,39206,601-957-7670,,,,,MH SUMH * OP * AT CBT GT * PVTN * MD PI SF * SED * PEER * CHLD YAD * VAPP
New Progressions of MS,,406 Marquis Street,,Jackson,Mississippi,39206,769-243-6715,,,,,MH SUMH * OP * CMHC * CHLOR OLANZ RISPE ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON * PVTP * MHC * MC MD PI SF SI * TAY SE GL VET ADM MF CO HV TRMA TBI PEFP PTSD SED SMI * STU * LABT * PEER * ADLT CHLD SNR YAD * VPPD * AOT COOT FPSY PRS CM SPS
Pathway Healthcare,,1200 North State Street,Suite 450,Jackson,Mississippi,39202,601-957-7343,,844-728-4929,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP PERPH PROCH THIOT THIOR TRIFL NRT NSC ANTPYCH * CBT CRT CFT DBT EMDR GT IDD IPT TELE * PVTP * MC MD PI SF SI * STU * HIVT STDT TBS MST LABT * TCC * SMON * ADLT SNR YAD * VAPN * CDM COOT DEC FPSY IMR PRS SPS ES
Saint Dominic/Jackson Memorial Hosp,Behavioral Health Services,969 Lakeland Drive,,Jackson,Mississippi,39216,601-200-3090,601-200-3125,,,,MH * HI OP * IPSY * CHLOR FLUPH HALOP PERPH PIMOZ PROCH ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT ECT GT IPT TELE * PEON WI * PVTN * MC MD MI PI SF VAF * SE ALZ SMI * STU * TCC * SMON * ADLT SNR YAD * AH * VAPN * CDM DEC FPSY CM SPS
University of Mississippi,Medical Center,2500 North State Street,,Jackson,Mississippi,39216,601-984-1000,888-815-2005,,,,SA MH SUMH * HI OP * IPSY * CHLOR FLUPH HALOP PERPH PROCH TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT ECT GT IDD IPT TELE * WI * STG * MC MD MI PI SCJJ SF SI SMHA SWFS * SE GL CO TRMA PEFP PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * ADLT CHLD SNR YAD * AH SP * VAPN * DEC IMR PRS CM IPC SPS ES
Life Help Mental Health Ctr/Region 6,Attala County Office,314 South Huntington Street,,Kosciusko,Mississippi,39090,662-289-4735,,662-289-4734,,,SA MH SUMH * OP * OMH * CLOZA OLANZ OLANZF QUETI RISPE ANTPYCH * CBT CFT DBT IDD IPT * CIT PEOFF * PVTN * CMHG CSBG FG MC MD MI PI SF * SS * TAY SE GL VET ADM MF CO HV DV TRMA TBI PED PEFP PTSD SED SMI * ADLT CHLD SNR YAD * VPPD * COOT FPSY PRS CM SPS
Life Help Mental Health Ctr/Region 6,Lexington Office/Holmes County,328 Depot Street,,Lexington,Mississippi,39095,662-834-1709,,,,,SA MH SUMH * OP * OMH * HALOP CLOZA OLANZ OLANZF RISPE ANTPYCH * CBT CFT IDD IPT TELE * CIT PEON PEOFF WI * STG * FQHC * CLF CMHG CSBG MC MD OSF PI SCJJ SF SI SMHA * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SED SMI * STU * MST LABT * ADLT CHLD SNR YAD * VPPD * AOT COOT FPSY PRS SEMP SH CM SPS
Brighter Days II,,17075 East Main Street,,Louisville,Mississippi,39339,662-524-2015 x7201,662-773-9377,,,,MH SUMH * OP * OMH * AT CBT GT IPT * CIT * PVTN * MHC * CMHG CSBG MD PI SF SI SMHA SWFS * SS * SE * SMON * ADLT SNR * VAPN * PRS
Region VII Community Csl Servs,Macon PSR,507 Lawrence Street,,Macon,Mississippi,39341,662-708-0900,662-726-5042,,,,SA MH SUMH * OP * CMHC * ANTPYCH * AT CBT GT * CIT PEOFF WI * PVTN * MHC * CMHG CSBG ITU MC MD MI PI SF SI VAF * PA SS * TAY SE GL VET ADM MF CJ CO HV TRMA TBI ALZ PED PTSD SMI * HS PEER * TCC * ADLT SNR YAD * VAPN * COOT DEC IMR LAD SEMP CM IPC SPS
Beacham Memorial Hospital ,,205 North Cherry Street,,Magnolia,Mississippi,39652,601-783-2351,844-423-4284,,,,MH SUMH * HI * IPSY * CHLOR DROPE FLUPH HALOP ARIPI CLOZA OLANZ QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT GT IPT AIM * PVTP * FQHC * MC MI PI SF VAF * GL VET MF CJ HV DV TRMA ALZ PEFP PTSD * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SNR * VPPD * COOT PRS CM
New Directions PSR,,304 Kendall Street,,McComb,Mississippi,39648,601-684-2173,601-684-7543,,,,SA MH SUMH * OP PHDT * CBHC * ANTPYCH * CBT CFT GT IDD IPT TELE * CIT * PVTN * MD PI SF SMHA * SMI * ADLT YAD * IMR PRS SEMP VRS ES
Region XI Southwest MS,Adams County MH Center,1701 White Street,,McComb,Mississippi,39648,601-684-2173,601-446-6634,,,,SA MH SUMH * OP * CBHC * ANTPYCH * CBT CFT GT IDD IPT TELE * CIT * PVTN * CLF CMHG CSBG MC MD MI OSF PI SF SI SMHA * SS * CO SMI * STU * PEER * TCC * SMOP * ADLT CHLD SNR YAD * AH * COOT ICM SEMP CM SPS ES
Region XI Southwest MS,Childrens Services/IMPACT Program,140 North 5th Street,,McComb,Mississippi,39648,601-684-4320,,,,,MH * OP * CMHC * ANTPYCH * CBT CFT GT IDD IPT TELE * CIT WI * PVTN * CLF CMHG CSBG ITU MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * SED * STU * PEER * SMOP * CHLD * AH * ACT COOT FPSY CM
Region XI Southwest MS,Franklin County MH Center,1701 White Street,,McComb,Mississippi,39648,601-384-2261,,,,,SA MH SUMH * OP * CBHC * ANTPYCH * CBT CFT GT IDD IPT TELE * CIT * PVTN * CLF CMHG CSBG MC MD MI PI SF SI SMHA * SS * SMI * PEER * SMOP * ADLT CHLD SNR YAD * AH * COOT SEMP CM SPS ES
Region XI Southwest MS,Pike County Lifeskills Center,651 South Broadway Street,,McComb,Mississippi,39648,601-684-7543,,601-684-2173,,,SA MH SUMH * OP PHDT * CBHC * ANTPYCH * CBT CFT GT IDD IPT TELE * CIT WI * PVTN * CLF CMHG MC MD PI SF SI SMHA * SE SMI * PEER * ADLT SNR YAD * COOT DEC ICM IMR PRS SEMP CM IPC SPS ES
Southwest MS Mental Health Complex,,1701 White Street,,McComb,Mississippi,39648,601-684-2173,,,,,SA MH SUMH * OP * CBHC * ANTPYCH * CBT CFT GT IDD IPT TELE * CIT * PVTN * CLF CMHG CSBG ITU MC MD MI PI SF SI SMHA * SS * SE CO SMI * PEER * SMOP * ADLT SNR YAD * AH * COOT SEMP SPS ES
Southwest MS Mental Health Complex,Jefferson County Office,1701 White Street,,McComb,Mississippi,39648,601-446-6634,601-786-8091,,,,SA MH SUMH * OP * CBHC * ANTPYCH * CBT CFT GT IDD IPT TELE * CIT * PVTN * CLF CMHG CSBG MC MD MI PI SF SI SMHA * SS * SMI * PEER * SMOP * ADLT CHLD SNR YAD * AH * CDM COOT SEMP CM SPS ES
Franklin County Memorial Hospital,,40 Union Church Road,,Meadville,Mississippi,39653,601-384-8083,,601-384-8084,,,MH SUMH * OP * CLOZA LURAS OLANZ OLANZF QUETI RISPE ANTPYCH * CBT GT IPT AIM * LCCG * MC MD PI SF * SE * MST LABT * SMON * ADLT SNR * VAPN * COOT CM ES
Region 8 Mental Health Services,Simpson County Satellite Office,3087 Simpson Highway 13,,Mendenhall,Mississippi,39114,601-847-4410,,,,,SA MH SUMH * OP PHDT * CMHC * CHLOR FLUPH HALOP LOXAP PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CRT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SED SMI * HS PEER * ADLT CHLD SNR YAD * AH SP * VPPD * COOT FPSY ICM IMR PRS SEMP SH VRS CM SPS ES
Alliance Health Center,The Crossings Residential Center,5000 Highway 39 North,,Meridian,Mississippi,39301,601-483-6211,877-853-3094,,,,SA MH SUMH * HI OP PHDT RES * IPSY * CHLOR FLUPH HALOP LOXAP PROCH TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT ECT GT IDD IPT TELE * CIT PEON WI * PVTP * CLF ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SED SMI * STU * TCC * ADLT CHLD SNR YAD * AH * VPPD * CDM COOT DEC FPSY IMR PRS CM IPC SPS
East Mississippi State Hospital,,1818 College Park Drive,,Meridian,Mississippi,39307,601-581-7600,,,,,MH SUMH * HI * PSY * CHLOR FLUPH HALOP LOXAP PERPH THIOT ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT GT IDD IPT * STG * MC MD PI SF * SMI * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * ADLT SNR YAD * AH * VAPN * COOT DEC FPSY ICM SPS ES
Weems Community Mental Health Center,Adult Services,1415 College Drive,,Meridian,Mississippi,39304,601-483-4821,,800-803-0245,,,SA MH SUMH * OP PHDT * CMHC * ANTPYCH * CBT CFT GT IDD IPT * CIT PEON PEOFF WI * PVTN * CMHG CSBG MC MD MI PI SF SMHA VAF * SS * SE CO SMI * HS PEER * ADLT SNR YAD * AH * VPPD * ACT COOT FPSY ICM IMR PRS SEMP CM SPS ES
Weems Community Mental Health Center,Children and Youth Services,1929 23rd Avenue,,Meridian,Mississippi,39301,601-482-7377,,,,,SA MH SUMH * OP PHDT * CMHC * CBT CFT GT IPT TELE * CIT PEOFF * PVTN * CLF CMHG CSBG MD MI PI SCJJ SF SI SWFS * SS * TAY GL CO TRMA PED PTSD SED * PEER * SMON * CHLD YAD * VAPN * COOT FPSY CM SPS ES
Region X Crisis Stabilization Unit,,700 Northside Drive,,Newton,Mississippi,39345,601-683-4300,,,,,MH SUMH * RES * RTCA * CHLOR FLUPH HALOP PROCH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IDD IPT * PEON * STG * MD SMHA * PA SS * CO SMI * STU * TBS MST LABT * ADLT SNR YAD * AH * VPPD * FPSY CM ES
Communicare,Haven House,152-A Highway 7 South,,Oxford,Mississippi,38655,662-234-7237,,,,,LCCG * PA SS * SMON * VAPN
Communicare,Lafayette County Main Office,152 Highway 7 South,,Oxford,Mississippi,38655,662-234-7521,,,,,SA MH SUMH * OP PHDT * CMHC * ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEOFF WI * LCCG * MHC * CLF CMHG CSBG FG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * PA SS * TAY CO SED SMI * STU * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * ACT AOT CDM COOT FPSY ICM IMR PRS SEMP SH CM SPS ES
Singing River Health System,,2809 Denny Avenue,,Pascagoula,Mississippi,39581,228-809-5000,,,,,MH SUMH * HI * IPSY * NRT NSC ANTPYCH * AT ECT GT IDD IPT * CIT WI * CLF MC MD MI PI SF SI VAF * SE CO ALZ SMI * STU * TCC * SMON * ADLT SNR YAD * AH * CDM COOT DEC ICM CM IPC SPS ES
Neshoba County General Hospital,Psych Unit,1001 Holland Avenue,,Philadelphia,Mississippi,39350,601-663-1460,601-663-1465,601-389-1568,,,SA MH * HI * IPSY * HALOP ARIPI OLANZ QUETI RISPE ZIPRA NRT ANTPYCH * AT GT IPT * LCCG * MC * SE CO ALZ * STU * TBS MST LABT * TCC * SMON * ADLT SNR * AH * VAPN * CDM IPC SPS
Region X Weems CMHC,Neshoba County,1011 Posey Avenue,,Philadelphia,Mississippi,39350,601-656-3451,,,,,SA MH SUMH * OP PHDT * CMHC * ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON WI * LCCG * FQHC * CLF CMHG CSBG MC MD MI PI SF SI SMHA * SS * TAY SED SMI * STU * TBS * PEER * ADLT CHLD SNR YAD * AH * VPPD * COOT FPSY ICM IMR PRS CM SPS ES
Communicare,Calhoun County Office,235 South Murphee Street,,Pittsboro,Mississippi,38951,662-412-3251,,,,,SA MH SUMH * OP PHDT * CMHC * ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEOFF WI * LCCG * MHC * CLF CMHG CSBG FG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * PA SS * TAY CO SED SMI * STU * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * ACT AOT CDM COOT FPSY ICM IMR PRS SEMP SH CM SPS ES
Lifecore Region III MHC,Pontotoc County,339 Legion Lane,,Pontotoc,Mississippi,38863,662-509-9300,,,,,SA MH SUMH * OP PHDT * CMHC * ARIPI CLOZA OLANZ OLANZF QUETI RISPE ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEOFF * PVTP * CLF CMHG CSBG MC MD OSF PI SF SI SMHA * PEER * ADLT CHLD SNR YAD * VPPD * COOT PRS SEMP CM SPS
Millcreek of Pontotoc,,1814 Highway 15 North,,Pontotoc,Mississippi,38863,662-488-8878 x223,662-488-8878 x243,662-488-8878 x242,,,MH * PHDT RES * RTCC * HALOP ARIPI ASENA OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * PVTP * MD MI PI SEF SF SWFS * GL CJ HV TRMA PEFP PTSD SED * STU * HIVT STDT TBS MST LABT * PEER * TCC * SMON * CHLD YAD * VAPN * COOT FPSY SH SPS ES
Claiborne County Hospital,Behavioral Health Services,123 McComb Avenue,,Port Gibson,Mississippi,39150,423-526-2279,601-547-2233,601-547-2250,,,SA MH SUMH * HI OP PHDT * IPSY * CHLOR FLUPH HALOP PERPH PROCH ARIPI CLOZA OLANZ QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT GT IPT TELE * PEON * LCCG * MC PI SF * SE GL VET MF CO HV TRMA TBI ALZ PTSD * STU * TBS LABT * TCC * ADLT SNR * VAPN * CDM COOT DEC FPSY ICM IMR PRS CM SPS ES
Region XI Southwest MS,Claiborne County Mental Health,2090 Highway 61 North,,Port Gibson,Mississippi,39150,601-437-8185,601-497-8185,,,,SA MH SUMH * OP * CBHC * ANTPYCH * CBT CFT GT IDD IPT TELE * CIT * PVTN * CLF CMHG CSBG MC MD MI PI SF SI SMHA * SS * SMI * PEER * SMOP * ADLT CHLD SNR YAD * AH * COOT VRS CM SPS ES
Pine Belt Mental Healthcare Resources,Lamar County,805 Highway 589,,Purvis,Mississippi,39475,601-794-6543,601-794-6543 x0,,,,SA MH SUMH * OP PHDT * CMHC * ANTPYCH * CBT CFT DBT GT IDD IPT * CIT PEOFF * PVTN * FQHC * CMHG MC MD MI PI SF VAF * SS * SE CO SED SMI * STU * PEER * ADLT CHLD SNR YAD * AH * VPPD * ACT COOT FPSY PRS CM SPS ES
Region X Weems CMHC,Clarke County Office,102 Park Place,,Quitman,Mississippi,39355,601-776-6051,601-776-5051,601-776-1006,,,SA MH SUMH * OP PHDT * CMHC * ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON WI * LCCG * FQHC * CLF CMHG CSBG MC MD MI PI SF SI SMHA * SS * SED SMI * STU * TBS * PEER * ADLT CHLD SNR YAD * AH * VPPD * ACT COOT FPSY IMR PRS CM SPS ES
Weems Community MH Center,Smith County Office,355 Highway 37 South,,Raleigh,Mississippi,39153,601-782-9461,,601-782-4363,,,PVTN * SS * SMON
Community Development Inc,,109-A Elm Avenue,,Richton,Mississippi,39476,601-788-6704,601-788-2599 x101,601-788-2599 x108,,,MH SUMH * RES * ORES * FLUPH HALOP LOXAP PERPH PIMOZ ARIPI CLOZA OLANZ OLANZF QUETI RISPE ANTPYCH * AT TELE * CIT * PVTN * MC MD MI PI SEF SF SMHA VAF * SS * SE TBI SMI * TBS * HS * ADLT SNR YAD * VPPD * DEC SEMP SH VRS CM IPC ES
Innovative Behavioral Services Inc,,357 Towne Center Boulevard,Suite 100,Ridgeland,Mississippi,39157,601-952-0894,,,,,SA MH SUMH * OP * OMH * CBT CFT GT IPT TELE * CIT * PVTN * MHC * CLF ITU MC MD MI OSF PI SCJJ SEF SF SI SWFS VAF * VET CJ CO PTSD * SMON * ADLT CHLD SNR YAD * VAPN * COOT
Three Oaks Behavioral Health of ,Ridgeland LLC,408 Fontaine Place,Suite 101,Ridgeland,Mississippi,39157,601-991-3080,,877-991-3080,,,SA MH SUMH * PHDT * PH * CHLOR HALOP PERPH PIMOZ ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT AIM * PVTP * PI SF * CO TRMA PED SED SMI * ADLT CHLD SNR YAD * DEC FPSY
Life Help Mental Health Ctr/Region 6,Rolling Fork Office/Issaquena County,317 West Race Street,,Rolling Fork,Mississippi,39159,662-873-6228,,662-873-6560,,,SA MH SUMH * OP * CMHC * HALOP ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * CLF CMHG CSBG MC MD OSF PI SCJJ SF SI SMHA SWFS * PA SS * TAY SE PTSD SED SMI * ADLT CHLD SNR YAD * AH * VPPD * IMR PRS CM SPS
North Sunflower Medical Center,,840 North Oak Avenue,,Ruleville,Mississippi,38771,662-756-2711 x1500,662-756-9910,662-756-1786,,,MH * HI OP PHDT * PSY * FLUPH HALOP PIMOZ ARIPI BREXP CARIP ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * LCCG * MC MD PI SF SI SWFS * SE VET CO ALZ * STU * HIVT STDT TBS MST LABT * SMON * SNR * VAPN * ACT FPSY CM IPC ES
Communicare,Panola County Office,100 East Frontage Road,,Sardis,Mississippi,38666,662-487-2746,,,,,SA MH SUMH * OP PHDT * CMHC * ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEON PEOFF WI * LCCG * MHC * CLF CMHG CSBG FG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * TAY CO SED SMI * STU * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * ACT AOT CDM COOT FPSY ICM IMR PRS SEMP SH CM SPS ES
Communicare,Tate County Office,101 Preston McKay Drive,,Senatobia,Mississippi,38668,662-562-5216,,,,,SA MH SUMH * OP PHDT * CMHC * ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEOFF WI * LCCG * MHC * CLF CMHG CSBG FG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * PA SS * TAY CO SED SMI * STU * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * ACT AOT CDM COOT FPSY ICM IMR PRS SEMP SH CM SPS ES
Health Connect America,,3747 Highway 51 South,,Senatobia,Mississippi,38668,662-612-4549,,,,,SA MH SUMH * OP PHDT * CMHC * ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON * PVTP * MD PI SCJJ SF SWFS * CO TRMA PTSD SED * STU * PEER * TCC * ADLT CHLD SNR YAD * VPPD * COOT FPSY TPC CM SPS
Psycamore Psychiatric Programs LLC,,7165 G Getwell Road,,Southaven,Mississippi,38672,662-349-2818,,,,,MH SUMH * OP PHDT * PH * ARIPI LURAS OLANZ QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PVTP * MI PI SF SI * TAY ADM MF CO TRMA PTSD SED SMI * STU * LABT * SMON * ADLT CHLD YAD * VAPN * FPSY
Southwest MS Mental Health Complex,Region 11 Addiction Services,301 Robb Street,,Summit,Mississippi,39666,601-276-3040,,601-684-2173,,,SA MH SUMH * OP * OMH * IDD * PVTN * FG MD PI SF SI SMHA * SS * CO * PEER * ADLT SNR YAD * VPPD
Region XI Southwest MS,Walthall County MH Center,219 Ball Avenue,,Tylertown,Mississippi,39667,601-876-4721,,,,,SA MH SUMH * OP * CBHC * ANTPYCH * CBT CFT GT IDD IPT TELE * CIT * PVTN * CLF CMHG CSBG MC MD MI PI SF SI * SS * SMOP * ADLT CHLD SNR YAD * COOT SEMP CM SPS ES
Merit Health River Region,Behavioral Health Services,1111 North Frontage Road,,Vicksburg,Mississippi,39180,601-883-3838,,,,,SA MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI CLOZA OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT AIM * CIT * PVTP * MC MD MI PI SF SMHA VAF * TAY SE SMI * STU * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * COOT CM SPS ES
Pathway Healthcare,Vicksburg,1 Medical Plaza,,Vicksburg,Mississippi,39180,601-957-7343,,,,,SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * AT CBT CRT CFT DBT GT IDD IPT * PVTP * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI PED PEFP PTSD SED SMI * STU * HIVT HBT HCT * HS * TCC * ADLT CHLD SNR YAD * AH * VPPD * COOT FPSY SPS ES
Communicare,Yalobusha County Office,214 Frostland Drive,,Water Valley,Mississippi,38965,662-473-3693,,,,,SA MH SUMH * OP PHDT * CMHC * ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEOFF WI * LCCG * MHC * CLF CMHG CSBG FG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * PA SS * TAY CO SED SMI * STU * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * ACT AOT CDM COOT FPSY ICM IMR PRS SEMP SH CM SPS ES
Lindys Place,,99 West Jordan Avenue,,West Point,Mississippi,39773,662-492-4320,662-494-7060,,,,MH SUMH * OP PHDT * CMHC * AT CBT GT * CIT * PVTN * FQHC MHC * MC MD * SE * SMON * SNR * DEC FPSY PRS
COMTREA Inc,,21 Municipal Drive,,Arnold,Missouri,63010,636-296-6206,877-266-8732,,,,SA MH SUMH * OP * CBHC * ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * FQHC * CLF CMHG FG MC MD MI PI SCJJ SF SMHA SWFS * PA SS * STU * MST LABT * HS PEER * SMON * ADLT CHLD SNR YAD * AH * VAPN * CDM COOT DEC FPSY PRS SEMP SH VRS CM IPC SPS
North Central MO Mental Health Ctr,,4114 Miller Street,,Bethany,Missouri,64424,660-359-4487,,,,,SA MH SUMH * OP * CBHC * CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * CJ CO * PEER * TCC * ADLT CHLD SNR YAD * AH * VPPD * CDM FPSY SEMP CM SPS ES
