,Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
3000,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,27.3,24.9,29.9,24.9 - 29.9,27.2-29.6,
3001,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,27.0,24.0,30.2,24.0 - 30.2,25.0-28.5,
3002,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,28.0,25.2,30.8,25.2 - 30.8,28.0-30.1,
3003,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,20.4,17.7,23.3,17.7 - 23.3,18.5-20.5,
3004,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,21.5,18.1,25.3,18.1 - 25.3,21.3-22.8,
3005,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,19.8,17.4,22.4,17.4 - 22.4,19.2-21.3,
3006,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,19.4,17.1,21.8,17.1 - 21.8,19.1-20.3,
3007,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,23.0,19.1,27.2,19.1 - 27.2,21.2-24.1,
3008,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,22.7,18.0,28.0,18.0 - 28.0,21.8-23.8,
3009,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,23.5,20.9,26.2,20.9 - 26.2,22.2-25.0,
3010,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,24.6,21.8,27.5,21.8 - 27.5,23.4-25.0,
3011,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,25.1,21.2,29.4,21.2 - 29.4,23.2-25.5,
3012,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,22.0,18.7,25.7,18.7 - 25.7,22.0-24.5,
3013,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,22.8,19.6,26.2,19.6 - 26.2,20.5-23.0,
3014,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,23.2,20.4,26.1,20.4 - 26.1,22.9-24.6,
3015,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,22.1,18.6,25.9,18.6 - 25.9,19.8-22.6,
3016,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,21.8,18.7,25.3,18.7 - 25.3,20.3-22.7,
3017,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,25.3,22.1,28.8,22.1 - 28.8,24.2-28.7,
3018,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,22.6,19.9,25.6,19.9 - 25.6,21.1-23.8,
3019,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,24.2,21.1,27.4,21.1 - 27.4,22.8-24.6,
3020,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,19.6,17.2,22.2,17.2 - 22.2,19.1-22.5,
3021,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,22.3,19.0,25.8,19.0 - 25.8,19.7-22.8,
3022,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,22.4,19.1,26.0,19.1 - 26.0,22.2-24.9,
3023,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,24.3,20.9,28.0,20.9 - 28.0,23.2-25.0,
3024,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,19.8,16.7,23.3,16.7 - 23.3,13.1-21.1,
3025,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,23.8,20.3,27.5,20.3 - 27.5,21.5-23.8,
3026,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,21.5,18.4,24.9,18.4 - 24.9,20.5-23.4,
3027,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,25.2,21.7,28.9,21.7 - 28.9,24.4-26.1,
3028,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,23.3,20.0,26.9,20.0 - 26.9,21.4-24.3,
3029,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,26.0,22.5,29.8,22.5 - 29.8,24.2-26.3,
3030,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,22.1,19.3,25.1,19.3 - 25.1,20.4-23.5,
3031,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,23.6,21.4,26.0,21.4 - 26.0,20.5-24.2,
3032,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,27.2,24.2,30.5,24.2 - 30.5,26.4-37.0,
3033,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,23.9,21.4,26.4,21.4 - 26.4,23.5-25.5,
3034,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,23.7,20.9,26.8,20.9 - 26.8,21.7-24.3,
3035,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,23.9,21.3,26.6,21.3 - 26.6,21.9-25.2,
3036,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,8.1,6.6,9.9,6.6 - 9.9,7.8-9.1,
3037,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,8.1,6.5,10.0,6.5 - 10.0,6.5-8.6,
3038,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,11.2,9.1,13.6,9.1 - 13.6,11.2-15.1,
3039,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,8.4,6.9,10.1,6.9 - 10.1,6.2-8.4,
3040,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,8.1,6.6,9.8,6.6 - 9.8,4.9-9.3,
3041,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,11.1,8.9,13.7,8.9 - 13.7,11.1-12.6,
3042,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,9.5,7.3,12.1,7.3 - 12.1,6.5-9.6,
3043,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,10.4,8.1,13.1,8.1 - 13.1,10.1-11.6,
3044,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,12.1,9.6,14.9,9.6 - 14.9,10.4-12.7,
3045,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,10.0,7.5,13.0,7.5 - 13.0,7.3-10.1,
3046,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,8.0,6.3,9.9,6.3 - 9.9,5.9-9.7,
3047,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,11.5,9.1,14.3,9.1 - 14.3,11.3-12.6,
3048,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,10.2,8.2,12.5,8.2 - 12.5,5.8-10.2,
3049,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,11.0,8.0,14.5,8.0 - 14.5,10.3-11.1,
3050,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,10.2,8.2,12.5,8.2 - 12.5,9.5-10.7,
3051,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,8.0,5.7,10.7,5.7 - 10.7,5.5-8.1,
3052,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,7.5,5.3,10.1,5.3 - 10.1,4.6-7.9,
3053,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,10.8,8.0,14.2,8.0 - 14.2,10.5-13.7,
3054,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,11.6,9.2,14.3,9.2 - 14.3,10.9-15.0,
3055,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,8.1,5.8,10.9,5.8 - 10.9,5.5-8.7,
3056,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,7.3,5.0,10.2,5.0 - 10.2,5.9-8.3,
3057,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,12.6,9.6,16.2,9.6 - 16.2,12.5-16.2,
3058,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,11.2,8.1,15.1,8.1 - 15.1,10.5-12.0,
3059,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,11.9,9.7,14.4,9.7 - 14.4,11.1-12.7,
3060,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,9.5,6.9,12.8,6.9 - 12.8,6.7-9.7,
3061,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,9.4,7.1,12.0,7.1 - 12.0,5.9-9.4,
3062,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,9.6,7.1,12.7,7.1 - 12.7,9.3-10.9,
3063,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,9.7,7.8,12.0,7.8 - 12.0,9.6-11.2,
3064,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,10.4,8.4,12.7,8.4 - 12.7,10.2-11.6,
3065,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,9.4,7.2,12.0,7.2 - 12.0,7.9-9.5,
3066,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,12.7,9.9,15.8,9.9 - 15.8,11.6-12.7,
3067,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,8.5,6.6,10.7,6.6 - 10.7,8.3-10.0,
3068,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,11.3,8.2,15.2,8.2 - 15.2,9.6-11.3,
3069,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,9.5,8.2,10.9,8.2 - 10.9,8.8-10.0,
3070,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,9.3,7.7,11.3,7.7 - 11.3,9.0-9.9,
3071,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,10.3,8.3,12.5,8.3 - 12.5,10.2-15.7,
3072,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,8.7,6.8,10.9,6.8 - 10.9,7.7-8.8,
3073,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,9.9,8.3,11.6,8.3 - 11.6,9.3-10.9,
3074,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,10.1,8.2,12.2,8.2 - 12.2,9.8-11.2,
3075,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,10.7,8.8,12.8,8.8 - 12.8,9.7-10.8,
3076,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,11.0,8.8,13.6,8.8 - 13.6,10.1-11.4,
3077,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,11.6,9.5,14.0,9.5 - 14.0,9.8-11.6,
3078,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,10.4,8.5,12.6,8.5 - 12.6,9.6-10.9,
3079,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,9.9,7.3,13.0,7.3 - 13.0,8.7-9.9,
3080,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,10.9,8.9,13.3,8.9 - 13.3,10.4-11.1,
3081,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,10.7,8.6,13.2,8.6 - 13.2,8.9-10.7,
3082,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,11.3,9.1,13.8,9.1 - 13.8,10.3-11.7,
3083,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,12.3,9.8,15.2,9.8 - 15.2,11.5-17.0,
3084,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,8.8,6.9,11.1,6.9 - 11.1,8.3-9.5,
3085,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,11.0,9.0,13.4,9.0 - 13.4,9.9-11.9,
3086,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,9.7,7.4,12.4,7.4 - 12.4,8.2-10.1,
3087,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,13.3,11.1,15.8,11.1 - 15.8,11.5-18.6,
3088,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,11.2,8.8,14.1,8.8 - 14.1,9.9-11.2,
3089,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,12.5,10.1,15.2,10.1 - 15.2,12.5-21.1,
3090,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,11.9,9.3,15.0,9.3 - 15.0,10.6-12.3,
3091,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,11.8,9.4,14.6,9.4 - 14.6,11.4-17.7,
3092,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,10.1,7.9,12.7,7.9 - 12.7,10.0-11.3,
3093,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,9.2,6.9,11.8,6.9 - 11.8,8.9-10.5,
3094,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,9.4,7.2,12.0,7.2 - 12.0,8.8-9.8,
3095,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,11.0,8.5,13.8,8.5 - 13.8,10.6-12.2,
3096,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,10.7,8.7,12.9,8.7 - 12.9,10.4-11.5,
3097,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,12.4,9.6,15.7,9.6 - 15.7,10.8-12.4,
3098,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,13.0,10.7,15.7,10.7 - 15.7,12.5-15.5,
3099,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,13.2,11.1,15.5,11.1 - 15.5,13.0-20.4,
3100,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,10.4,8.1,13.2,8.1 - 13.2,10.0-11.2,
3101,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,12.5,9.5,16.0,9.5 - 16.0,11.3-12.7,
3102,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,23.7,21.5,26.1,21.5 - 26.1,23.6-25.3,
3103,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,26.1,23.0,29.3,23.0 - 29.3,25.7-33.0,
3104,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,25.5,22.9,28.3,22.9 - 28.3,23.8-25.9,
3105,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,23.6,20.9,26.4,20.9 - 26.4,23.2-25.3,
3106,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,25.2,22.7,27.9,22.7 - 27.9,24.9-27.0,
3107,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,24.7,21.7,27.9,21.7 - 27.9,23.4-25.2,
3108,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,27.2,24.0,30.7,24.0 - 30.7,26.0-28.4,
3109,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,28.2,24.8,31.9,24.8 - 31.9,26.3-28.2,
3110,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,28.0,24.6,31.5,24.6 - 31.5,26.8-28.7,
3111,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,26.5,23.3,29.8,23.3 - 29.8,25.6-27.4,
3112,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,28.5,24.9,32.3,24.9 - 32.3,26.2-28.5,
3113,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,25.8,22.5,29.3,22.5 - 29.3,25.8-28.3,
3114,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,27.0,23.7,30.5,23.7 - 30.5,26.0-28.1,
3115,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,27.0,23.7,30.5,23.7 - 30.5,26.0-28.5,
